pattern,meaning,title,explanation,category,example_sentence,example_translation
～か（反語）,"いくら頼まれたからといって、そんな詐欺みたいなこと、できるか。(Dù cho có được nhờ bao nhiêu đi nữa, thì chuyện lừa đảo như thế, làm sao có thể làm được.)",N2,"Cấu trúc này được sử dụng để {{c1::biểu đạt ý nghĩa phủ định mạnh mẽ}} thông qua {{c1::hình thức câu hỏi}}. Người nói không thực sự đặt câu hỏi mà muốn {{c2::khẳng định quyết liệt}} rằng điều đó không thể xảy ra hoặc không thể chấp nhận được. Cấu trúc này thường xuất hiện trong các tình huống {{c3::tranh luận}}, {{c3::phản bác}} hoặc khi muốn {{c3::nhấn mạnh cảm xúc}} của người nói.",jlpt_grammar,,
否定を強調する表現の比較,Các cách biểu đạt phủ định mạnh mẽ,N2,,jlpt_grammar,,
～にかけては,Về mặt sải chân thì tôi tự tin mình không thua kém ai.,N2,"""Cấu trúc ～にかけては được sử dụng để thể hiện đánh giá tích cực hoặc sự tự tin về một khía cạnh, lĩnh vực cụ thể nào đó. Nó mang ý nghĩa """"nếu xét về mặt…"""" hoặc """"về phương diện…"""". Thường được sử dụng khi muốn nhấn mạnh điểm mạnh hoặc khả năng đặc biệt của ai đó trong một lĩnh vực nhất định. Cấu trúc này chỉ dùng với ý nghĩa tích cực, không dùng để chỉ trích hay đánh giá tiêu cực.""",jlpt_grammar,,
default,"""#評価, #得意分野, #専門性, #自信, #比較, #優秀, #能力""",[Để trống],,jlpt_grammar,,
～にかけては,私は足の速さにかけてはだれにも負けない自信がある。(Về mặt sải chân thì tôi tự tin mình không thua kém ai.),N2,"Cấu trúc ～にかけては được sử dụng để {{c1::đánh giá tích cực}} hoặc {{c1::thể hiện sự tự tin}} về một khía cạnh, lĩnh vực cụ thể. Nó mang ý nghĩa {{c2::nếu xét về mặt}} hoặc {{c2::về phương diện}} một điều gì đó. Cấu trúc này {{c3::chỉ dùng với ý nghĩa tích cực}}, thường xuất hiện trong các tình huống {{c3::so sánh}} hoặc {{c3::khoe khoang năng lực}}.",jlpt_grammar,,
～といっても,Nói là học nhưng chỉ ở mức sơ cấp thôi.,N2,"Cấu trúc này được sử dụng khi người nói muốn phủ định một phần thông tin, nhấn mạnh rằng mức độ thực tế không đến mức như người nghe nghĩ. Nó thể hiện sự khiêm tốn hoặc làm rõ thực tế. Thường dùng trong các tình huống giải thích hoặc đính chính thông tin.",jlpt_grammar,,
default,"""#否定, #程度, #限定, #会話, #謙遜, #説明, #レベル""",[Để trống],,jlpt_grammar,,
～といっても,勉強したといっても、初級レベルだけなんです。(Nói là học nhưng chỉ ở mức sơ cấp thôi.),N2,"Cấu trúc này được sử dụng để {{c1::phủ định một phần}} thông tin đã được đề cập, nhấn mạnh rằng {{c2::mức độ thực tế không cao}} như người nghe tưởng tượng. Nó thể hiện {{c3::sự khiêm tốn}} và được dùng trong các tình huống {{c3::giải thích}} hoặc {{c3::đính chính}}. Người nói thừa nhận sự thật nhưng muốn làm rõ rằng không đến mức nghiêm trọng hoặc ấn tượng như vẻ ngoài.",jlpt_grammar,,
といっても・とはいえ・けれど類似表現,Nhóm cấu trúc phủ định một phần và đối lập,N2,,jlpt_grammar,,
～というと／いえば／いったら,"Nhắc đến món ăn Nhật, đầu tiên tôi liên tưởng đến tempura với sushi.",N3,"""Cấu trúc này được sử dụng để diễn tả sự liên tưởng hoặc nghĩ ra điều gì đó khi nghe thấy một từ hoặc chủ đề nào đó. Nó có thể mang ý nghĩa """"nhắc đến… thì"""", """"nói về… thì"""" hoặc """"khi nghĩ đến… thì"""". Thường được dùng để chuyển chủ đề hoặc đưa ra ví dụ điển hình.""",jlpt_grammar,,
default,"""#連想, #説明, #話題転換, #代表例, #印象, #思い出す, #例示""",[Để trống],,jlpt_grammar,,
～というと／いえば／いったら,佐藤先生といえば、今度本を出版なさるそうだよ。 (Nói về thầy Satou thì hình như lần này thầy sẽ xuất bản sách đấy.),N3,Cấu trúc này được sử dụng để diễn tả {{c1::sự liên tưởng}} hoặc {{c1::nghĩ ra điều gì}} khi nghe thấy một từ hoặc chủ đề nào đó. Nó có thể mang ý nghĩa {{c2::chuyển chủ đề}} hoặc {{c2::đưa ra ví dụ điển hình}} của một khái niệm. Thường xuất hiện trong các tình huống {{c3::hội thoại tự nhiên}} khi người nói muốn {{c3::bổ sung thông tin}} hoặc {{c3::chia sẻ kinh nghiệm}} liên quan.,jlpt_grammar,,
～というと/いえば/いったら vs 似たような表現,Các cách diễn tả sự liên tưởng và chuyển chủ đề,N3,,jlpt_grammar,,
〜と見えて,"Cha tôi có vẻ đang khó chịu, từ sáng đến giờ ông chẳng nói một lời.",N3,"""Cấu trúc 〜と見えて được sử dụng để đưa ra nhận định hoặc phán đoán dựa trên những điều quan sát được. Nó mang nghĩa """"có vẻ như, dường như"""" và thường được theo sau bởi bằng chứng cụ thể cho nhận định đó. Đây là cách nói tương đối trang trọng và thường xuất hiện trong văn viết hoặc lời nói lịch sự.""",jlpt_grammar,,
default,"""#推測, #観察, #判断, #根拠, #文語的, #N3, #中級""",[Để trống],,jlpt_grammar,,
〜と見えて,"あの会社は景気がいいと見えて、夜遅くまで明かりがついている。 (Công ty đó có vẻ có tình hình kinh doanh tốt, đến tận tối muộn rồi mà đèn vẫn thắp sáng.)",N3,"Cấu trúc 〜と見えて được sử dụng để {{c1::đưa ra nhận định}} hoặc {{c1::phán đoán}} dựa trên quan sát. Nó có hai ý nghĩa chính: thứ nhất là {{c2::thể hiện suy đoán có căn cứ}} từ những điều nhìn thấy được, thứ hai là {{c3::diễn tả sự tương phản}} giữa vẻ ngoài và thực tế. Cấu trúc này mang tính {{c2::trang trọng}} và thường xuất hiện trong {{c3::văn viết}} hoặc {{c3::lời nói lịch sự}}.",jlpt_grammar,,
推測・判断の表現,Các cách diễn tả suy đoán và phán đoán,N3,,jlpt_grammar,,
～に限って,Cứ hôm nào tôi không làm bài tập về nhà là lại bị cô giáo gọi.,N2,"""Cấu trúc """"～に限って"""" được sử dụng để nhấn mạnh rằng một điều gì đó bất thường hoặc không may xảy ra đúng vào thời điểm hoặc với người cụ thể. Nó thể hiện cảm xúc bất mãn, ngạc nhiên hoặc mỉa mai của người nói. Cấu trúc này có nghĩa là """"cứ… thì…"""" hoặc """"chỉ có… mới…"""". Thường được dùng để diễn tả những tình huống trùng hợp khó chịu.""",jlpt_grammar,,
default,"""#限って, #不満, #皮肉, #偶然, #強調, #特殊状況, #意外""",[Để trống],,jlpt_grammar,,
～に限って,宿題をして来なかった日に限って先生に当てられる。(Cứ hôm nào tôi không làm bài tập về nhà là lại bị cô giáo gọi.),N2,"""Cấu trúc """"～に限って"""" có hai ý nghĩa chính. Thứ nhất, nó được sử dụng để {{c1::nhấn mạnh sự trùng hợp bất ngờ}} và thường {{c1::thể hiện cảm xúc bất mãn}} của người nói. Thứ hai, nó dùng để {{c2::khẳng định niềm tin tuyệt đối}} vào một người hoặc vật, với ý nghĩa """"chắc chắn không thể"""". Cấu trúc này thường xuất hiện trong các tình huống {{c3::mỉa mai}} hoặc {{c3::bày tỏ sự ngạc nhiên}} về những điều trùng hợp khó tin.""",jlpt_grammar,,
～に限って vs ～だけ vs ～ばかり,So sánh các cách thể hiện sự giới hạn và đặc biệt,N2,,jlpt_grammar,,
～限り,Chừng nào chúng tôi còn im lặng thì sẽ không có chuyện bí mật này bị nói cho ai biết đâu.,N2,"""Cấu trúc ～限り có 3 ý nghĩa chính: (1) điều kiện giả định """"chừng nào mà…"""", (2) phạm vi phán đoán """"theo như…"""", (3) giới hạn tối đa """"hết mức có thể"""". Khi mang nghĩa điều kiện, nó nhấn mạnh rằng nếu điều kiện thay đổi thì kết quả cũng sẽ thay đổi theo. Cấu trúc này không được sử dụng để nói về các sự việc trong quá khứ.""",jlpt_grammar,,
default,"""#条件, #仮定, #範囲, #判断, #限界, #N2文法, #上級""",[Để trống],,jlpt_grammar,,
～限り,"彼女の表情を見た限りでは、それほどショックを受けたようではなかった。(Theo những gì tôi nhìn thấy từ vẻ mặt cô ấy, có vẻ cô ấy không bị sốc đến mức đó.)",N2,"""Cấu trúc ～限り có ba ý nghĩa chính tùy theo ngữ cảnh sử dụng. Thứ nhất, nó biểu thị {{c1::điều kiện giả định}} với nghĩa """"chừng nào mà…"""", nhấn mạnh rằng kết quả sẽ thay đổi khi điều kiện thay đổi. Thứ hai, khi đi với các động từ tri giác như 見る、聞く、調べる, nó mang nghĩa {{c2::phạm vi phán đoán}} """"theo như…"""". Thứ ba, nó có thể biểu thị {{c3::giới hạn tối đa}} với ý nghĩa """"hết mức có thể"""". Đặc điểm quan trọng là cấu trúc này {{c2::không được sử dụng}} để nói về các sự việc đã xảy ra trong quá khứ.""",jlpt_grammar,,
～限り vs ～間は vs ～以上,So sánh các cấu trúc biểu thị điều kiện và thời gian,N2,,jlpt_grammar,,
～上,"Về mặt pháp luật thì nam nữ bình đẳng, nhưng thực tế vẫn có rất nhiều vụ phân biệt giới tính.",N2,"""Cấu trúc """"～上"""" được sử dụng để chỉ một khía cạnh hoặc góc độ cụ thể của vấn đề, có nghĩa là """"về mặt"""", """"xét về khía cạnh"""". Đây là cách nói trang trọng thường xuất hiện trong các văn bản chính thức hoặc thảo luận chuyên môn. Cấu trúc này thường đi kèm với những từ ngữ có tính chuyên môn như pháp luật, giáo dục, tôn giáo.""",jlpt_grammar,,
default,"""#上, #見地, #面, #観点, #立場, #理由, #専門""",[sound:J2TEAM-TTS-1748162844826.mp3],,jlpt_grammar,,
～上,理論上は成功するはずだった。(Về lý thuyết thì phải thành công.),N2,"""Cấu trúc """"～上"""" được sử dụng để biểu thị {{c1::một khía cạnh}} hoặc {{c1::góc độ cụ thể}} của vấn đề, có nghĩa là """"về mặt"""", """"xét về khía cạnh"""". Đây là {{c2::cách nói trang trọng}} thường xuất hiện trong {{c2::các văn bản chính thức}} hoặc thảo luận chuyên môn. Cấu trúc này thường được sử dụng trong {{c3::các tình huống chuyên nghiệp}} như pháp luật, giáo dục, kinh doanh để {{c3::phân tích vấn đề từ nhiều góc độ}} khác nhau.""",jlpt_grammar,,
～上 vs ～という点で vs ～に関して,Các cách biểu thị góc độ và khía cạnh,N2,,jlpt_grammar,,
～だけあって,"Cửa hàng đó đúng là nổi tiếng có khác, khách hàng lúc nào cũng đông.",N2,"""Cấu trúc ～だけあって được sử dụng để thể hiện rằng kết quả hiện tại là hoàn toàn phù hợp và đáng kể với danh tiếng, năng lực hay vị thế của ai đó/cái gì đó. Nó mang ý nghĩa """"quả đúng là"""", """"đúng là có khác"""" và thường được dùng với sắc thái đánh giá tích cực. Cấu trúc này nhấn mạnh sự xứng đáng giữa nguyên nhân và kết quả.""",jlpt_grammar,,
default,"""#だけあって, #評価, #当然, #価値, #能力, #評判, #結果""",[sound:J2TEAM-TTS-1748162307685.mp3],,jlpt_grammar,,
～だけあって,"あの店は有名なだけあって、料理がおいしい。(Cửa hàng đó đúng là nổi tiếng có khác, món ăn rất ngon.)",N2,"""Cấu trúc ～だけあって được sử dụng để thể hiện {{c1::sự đánh giá tích cực}} về kết quả hoàn toàn {{c1::phù hợp với danh tiếng}} hoặc năng lực của ai đó/cái gì đó. Nó mang ý nghĩa {{c2::""""quả đúng là""""}} hoặc {{c2::""""đúng là có khác""""}} khi muốn nhấn mạnh rằng điều gì đó {{c2::xứng đáng}} với tiếng tăm hay vị thế của nó. Cấu trúc này thường xuất hiện trong các tình huống {{c3::đánh giá}} hoặc {{c3::nhận xét}} về sự tương xứng giữa nguyên nhân và kết quả.""",jlpt_grammar,,
だけあって vs だけのことはある vs さすが,Các cách thể hiện sự đánh giá tích cực,N2,,jlpt_grammar,,
～上（うえ）で,Tôi chỉ có mối quan hệ về công việc với anh ta mà thôi.,N2,"""Cấu trúc """"～上で"""" được sử dụng để chỉ phạm vi hoặc lĩnh vực cụ thể của một việc gì đó. Nó có nghĩa là """"về mặt～"""" hoặc """"trong phạm vi～"""". Đây là cách nói trang trọng hơn so với """"～で"""" thông thường và thường được sử dụng trong văn viết hoặc lời nói lịch sự.""",jlpt_grammar,,
default,"""#上で, #範囲, #面で, #関係, #限定, #N2文法, #名詞接続""",[sound:J2TEAM-TTS-1748162886388.mp3],,jlpt_grammar,,
～上（うえ）で,"暦の上ではもう秋だが、厳しい残暑が続いている。(Về lịch thì đã là mùa thu, nhưng cái nắng gay gắt vẫn kéo dài。)",N2,"""Cấu trúc """"～上で"""" được sử dụng để {{c1::giới hạn phạm vi}} hoặc {{c1::chỉ định lĩnh vực}} cụ thể của một việc gì đó. Nó mang nghĩa {{c2::về mặt}} hoặc {{c2::trong phạm vi}} của một lĩnh vực nhất định. Cấu trúc này thường xuất hiện trong các {{c3::văn cảnh trang trọng}} hoặc {{c3::ngữ cảnh học thuật}}, thể hiện sự hạn chế rõ ràng trong một khía cạnh cụ thể.""",jlpt_grammar,,
～上で vs ～において vs ～に関して,Các cách biểu thị phạm vi và lĩnh vực,N2,,jlpt_grammar,,
～どころではない,"Ngày hôm nay tôi bận quá, đâu phải lúc để ăn trưa.",N2,"""Cấu trúc ～どころではない được sử dụng để diễn tả rằng tình huống hiện tại không cho phép hoặc không phù hợp để làm một việc nào đó. Nó mang ý nghĩa """"đâu phải lúc để…"""" hoặc """"không thể nào…"""". Thường được dùng khi có tình huống khẩn cấp, bận rộn hoặc lo lắng khiến không thể tập trung vào việc khác.""",jlpt_grammar,,
default,"""#N2文法, #否定表現, #程度, #状況, #時間的余裕, #心理状態, #優先順位""",[sound:J2TEAM-TTS-1748162538160.mp3],,jlpt_grammar,,
～どころではない,"せっかく旅行に行ったのに病気になってしまい、楽しむどころではなかった。(Đã mất công làm chuyến đi du lịch mà lại đổ bệnh, đâu phải lúc để vui mừng chứ.)",N2,"Cấu trúc '～どころではない' được sử dụng để diễn tả {{c1::không có thời gian}} hoặc {{c1::tâm trí}} để thực hiện một hành động nào đó do hoàn cảnh bất khả kháng. Nó mang ý nghĩa {{c2::phủ định mạnh mẽ}} về khả năng thực hiện việc gì đó. Thường xuất hiện trong các tình huống {{c3::khẩn cấp}}, {{c3::căng thẳng}} hoặc khi có {{c3::ưu tiên cấp bách}} khác.",jlpt_grammar,,
Các cấu trúc diễn tả mức độ và phủ định,Các cấu trúc diễn tả mức độ và phủ định,N2,,jlpt_grammar,,
〜どころか,"Việc học quá bận rộn, đâu có đi chơi với bạn bè, đến cả xem TV ở nhà còn chẳng có thời gian.",N2,"""Cấu trúc """"〜どころか"""" được sử dụng để diễn tả việc thực tế hoàn toàn trái ngược hoặc nghiêm trọng hơn nhiều so với điều được nhắc đến trước đó. Nó mang ý nghĩa """"đâu có… mà còn…"""", nhấn mạnh rằng tình huống thực tế vượt xa khỏi mức độ ban đầu theo hướng tiêu cực hoặc tích cực. Thường được sử dụng để tạo hiệu ứng tương phản mạnh mẽ.""",jlpt_grammar,,
default,"""#どころか, #対比, #強調, #否定, #程度, #逆接, #まったく逆""",[sound:J2TEAM-TTS-1748161914161.mp3],,jlpt_grammar,,
〜どころか,"治るどころか悪化して、入院したんですよ。 (Không những không khỏi mà còn tệ hơn, phải vào viện rồi.)",N2,"""Cấu trúc """"〜どころか"""" được sử dụng để diễn tả {{c1::tình huống thực tế hoàn toàn trái ngược}} hoặc {{c1::nghiêm trọng hơn nhiều}} so với điều được đề cập. Nó mang ý nghĩa {{c2::phủ định mạnh mẽ}} phần đầu và {{c2::nhấn mạnh}} phần sau. Thường xuất hiện trong các tình huống {{c3::so sánh mức độ}} hoặc {{c3::diễn tả sự bất ngờ}} về kết quả thực tế.""",jlpt_grammar,,
どころか vs ばかりか vs というより,Các cấu trúc nhấn mạnh và so sánh,N2,,jlpt_grammar,,
～だけに,"Anh ta ở Nhật 10 năm rồi, nên đương nhiên hiểu biết rất rõ tình hình nước Nhật.",N2,"""Cấu trúc ～だけに được sử dụng để biểu thị rằng kết quả sau là điều đương nhiên phải xảy ra do nguyên nhân nêu trước. Có nghĩa là """"chính vì… nên đương nhiên…"""", """"càng… thì càng…"""". Cấu trúc này không đi kèm với hành động của người nói mà chỉ diễn tả sự việc khách quan. Thường được sử dụng khi muốn nhấn mạnh rằng kết quả là điều có thể dự đoán được.""",jlpt_grammar,,
default,"""#だけに, #N2文法, #因果関係, #当然, #結果, #理由, #接続表現""",[sound:J2TEAM-TTS-1748162465096.mp3],,jlpt_grammar,,
～だけに,有名な選手だけに、プレッシャーも大きい。(Chính vì là cầu thủ nổi tiếng nên áp lực cũng lớn.),N2,Cấu trúc '～だけに' được sử dụng để biểu thị {{c1::kết quả đương nhiên}} hoặc {{c1::tình trạng tất yếu}} từ nguyên nhân đã nêu. Nó mang ý nghĩa {{c2::nhấn mạnh tính hợp lý}} của kết quả hơn là chỉ đơn thuần nêu nguyên nhân. Thường xuất hiện trong các tình huống {{c3::đánh giá khách quan}} hoặc {{c3::nhận xét về tình hình}}.,jlpt_grammar,,
だけに・から・ので・ばかりに の比較,So sánh các cách biểu thị nguyên nhân kết quả,N2,,jlpt_grammar,,
～ものなら,Nếu mà làm lại cuộc đời được thì tôi cũng muốn.,N2,"""Cấu trúc này được sử dụng để diễn tả mong muốn về những điều không thể hoặc rất khó thực hiện trong thực tế. Mang ý nghĩa """"nếu mà có thể"""" với sắc thái tiếc nuối. Thường kết hợp với động từ khả năng và thể hiện ước muốn mạnh mẽ của người nói. Có hai cách sử dụng chính: diễn tả mong muốn về điều không thể và cảnh báo về hậu quả xấu.""",jlpt_grammar,,
default,"""#仮定, #願望, #不可能, #条件, #表現, #文法, #N2""",[sound:J2TEAM-TTS-1748162603539.mp3],,jlpt_grammar,,
～ものなら,自然破壊を止められるものなら、何としてでも止めたい。 (Nếu mà ngăn chặn được thảm họa tự nhiên thì tôi cũng muốn ngăn chặn bằng mọi cách.),N2,"""Cấu trúc """"～ものなら"""" được sử dụng để diễn tả {{c1::mong muốn mạnh mẽ}} về những điều {{c1::không thể thực hiện}} trong thực tế. Nó mang ý nghĩa {{c2::giả định trái với thực tế}} và thể hiện sự {{c2::tiếc nuối}} của người nói. Cấu trúc này thường xuất hiện trong các tình huống {{c3::bày tỏ ước muốn}} hoặc {{c3::cảnh báo về hậu quả xấu}} khi làm điều gì đó.""",jlpt_grammar,,
～ものなら vs ～たいものだ vs ～ばいいのに,Các cấu trúc diễn tả mong muốn và giả định,N2,,jlpt_grammar,,
～というものだ,Dù là mới gặp lần đầu nhưng việc hỏi han về những chuyện cá nhân là thất lễ.,N3,"""Cấu trúc này được sử dụng để đưa ra đánh giá mạnh mẽ về một tình huống, hành vi hoặc hiện tượng nào đó. Nó mang ý nghĩa """"đúng là…"""", """"quả thật là…"""" với tính chất nhấn mạnh và khẳng định. Thường được dùng để bày tỏ quan điểm cá nhân một cách rõ ràng và có tính thuyết phục. Cấu trúc này thể hiện sự đánh giá chủ quan của người nói về một vấn đề.""",jlpt_grammar,,
default,"""#断定, #強調, #評価, #意見表現, #説明, #批判, #価値判断""",[sound:J2TEAM-TTS-1748162502739.mp3],,jlpt_grammar,,
～というものだ,新しい薬の開発にやっと成功した。長年の苦労が報われたというものだ。(Việc phát triển loại thuốc mới cuối cùng đã thành công. Đó chính là sự đền đáp cho những năm tháng vất vả.),N3,"Cấu trúc này được sử dụng để {{c1::đưa ra đánh giá mạnh mẽ}} hoặc {{c1::nhấn mạnh}} về một tình huống, hành vi. Nó mang ý nghĩa {{c2::khẳng định chắc chắn}} với tính chất {{c2::thuyết phục}} cao. Thường xuất hiện trong các tình huống {{c3::bày tỏ quan điểm}} hoặc {{c3::phê phán}} một vấn đề nào đó.",jlpt_grammar,,
というものだ関連表現の比較,Nhóm biểu hiện đánh giá và nhấn mạnh,N3,,jlpt_grammar,,
～ことか／だろう,Sống một mình ở nước ngoài đúng là cô đơn biết bao.,N2,"""Cấu trúc """"～ことか／だろう"""" được sử dụng để biểu thị cảm xúc mạnh mẽ, sự cảm thán hoặc cảm nhận sâu sắc của người nói về một sự việc nào đó. Nó mang tính chất tu từ, không phải là câu hỏi thực sự mà là cách nhấn mạnh cảm xúc. Thường được dùng trong văn viết hoặc lời nói trang trọng để thể hiện sự xúc động.""",jlpt_grammar,,
default,"""#感嘆, #詠嘆, #強調, #感情表現, #修辞疑問文, #N2文法, #感想""",[sound:J2TEAM-TTS-1748162124305.mp3],,jlpt_grammar,,
～ことか／だろう,本との出会いがどれほど私を成長させてくれたことだろう。 (Có duyên với sách đã giúp tôi trưởng thành hơn bao nhiêu.),N2,"""Cấu trúc """"～ことか／だろう"""" được sử dụng để biểu thị {{c1::cảm xúc mạnh mẽ}} và {{c1::sự cảm thán}} của người nói về một sự việc. Nó mang tính chất {{c2::tu từ}}, không phải câu hỏi thực sự mà là cách {{c2::nhấn mạnh cảm xúc}} một cách sâu sắc. Cấu trúc này thường xuất hiện trong {{c3::văn viết}} hoặc {{c3::lời nói trang trọng}} để thể hiện sự xúc động hoặc cảm nhận cá nhân.""",jlpt_grammar,,
感嘆・強調表現の比較,So sánh các cách biểu thị cảm thán và nhấn mạnh,N2,,jlpt_grammar,,
〜ないことには,Nếu chủ tịch mà không đến thì cuộc họp sẽ không thể bắt đầu được.,N3,"""Cấu trúc """"〜ないことには"""" được sử dụng để diễn tả điều kiện cần thiết và bắt buộc. Nó mang ý nghĩa """"nếu không làm việc A thì việc B không thể xảy ra"""". Vế sau thường là câu phủ định hoặc câu biểu thị sự bất khả thi. Cấu trúc này nhấn mạnh tính chất bắt buộc của điều kiện được nêu ra.""",jlpt_grammar,,
default,"""#条件, #否定, #必要条件, #N3文法, #会話, #ビジネス, #日常""",[sound:J2TEAM-TTS-1748161965445.mp3],,jlpt_grammar,,
〜ないことには,実際にやってみないことには結果はわからない。 (Nếu không thực sự thử làm thì sẽ không biết được kết quả.),N3,"""Cấu trúc """"〜ないことには"""" được sử dụng để diễn tả {{c1::điều kiện cần thiết và bắt buộc}}. Nó mang ý nghĩa {{c1::""""nếu không làm việc A thì việc B không thể xảy ra""""}}. Cấu trúc này {{c2::nhấn mạnh tính chất bắt buộc}} của điều kiện được nêu ra, {{c2::khác với các cấu trúc điều kiện thông thường}}. Vế sau thường xuất hiện trong các tình huống {{c3::cần sự chắc chắn}} hoặc {{c3::đánh giá khách quan}}.""",jlpt_grammar,,
条件表現の比較 (〜ないことには vs 〜なければ vs 〜ないと),So sánh các cấu trúc điều kiện phủ định,N3,,jlpt_grammar,,
～ことから,"Giọng nói cô ấy đang run, từ đó có thể hiểu rằng cô ấy đang bị căng thẳng.",N2,"""Cấu trúc """"～ことから"""" được sử dụng để nêu lên một phán đoán dựa trên căn cứ hoặc bằng chứng cụ thể. Nó cũng có thể diễn tả lý do đặt tên cho sự vật hoặc nguyên nhân dẫn đến sự thay đổi. Cấu trúc này mang tính khách quan và thường được sử dụng trong văn viết hoặc ngôn ngữ trang trọng.""",jlpt_grammar,,
default,"""#理由, #判断, #名前, #変化, #きっかけ, #接続, #推論""",[sound:J2TEAM-TTS-1748162218014.mp3],,jlpt_grammar,,
～ことから,妹は3月に生まれたことから、「弥生」と名付けられた。 (Em gái tôi sinh vào tháng 3 nên được đặt tên là Yayoi.),N2,"""Cấu trúc """"～ことから"""" có ba nghĩa chính: đưa ra {{c1::phán đoán}} dựa trên {{c1::căn cứ cụ thể}}, giải thích {{c2::lý do đặt tên}} cho sự vật, và biểu hiện {{c3::nguyên nhân}} dẫn đến {{c3::sự thay đổi}} hoặc khởi đầu của một tình huống mới. Cấu trúc này mang tính {{c1::khách quan}} và thường xuất hiện trong {{c3::văn viết}} hoặc {{c3::ngôn ngữ trang trọng}}.""",jlpt_grammar,,
～ことから vs ～から vs ～ため vs ～によって,Các cấu trúc biểu hiện lý do và nguyên nhân,N2,,jlpt_grammar,,
～ことにする,Tôi làm như thể bài văn mà bạn tôi viết hộ là tự mình viết và nộp nó.,N3,"""Cấu trúc """"～ことにする"""" được sử dụng khi muốn quyết định coi một điều gì đó như sự thật hoặc quyết định làm một việc gì đó. Khác với """"～ことになる"""" (mang tính bị động), cấu trúc này thể hiện quyết định chủ động của người nói. Thường được dùng trong tình huống muốn tránh nói sự thật hoặc đưa ra quyết định cá nhân.""",jlpt_grammar,,
default,"""#動詞, #決定, #意向, #N3文法, #ことにする, #行動""",[sound:J2TEAM-TTS-1748162269256.mp3],,jlpt_grammar,,
～ことにする,今日は早く帰ることにします。 (Hôm nay tôi quyết định về sớm.),N3,"""Cấu trúc """"～ことにする"""" được sử dụng để {{c1::đưa ra quyết định}} hoặc {{c1::biểu thị ý định}} thực hiện một hành động nào đó. Nó cũng có thể có nghĩa {{c2::làm như thể}} hoặc {{c2::coi như}} một điều gì đó đã xảy ra khi thực tế không phải vậy. Cấu trúc này thường xuất hiện trong các tình huống {{c3::quyết định cá nhân}} hoặc khi muốn {{c3::tránh nói thẳng sự thật}}.""",jlpt_grammar,,
～ことにする/～ことになる/～つもりだ の比較,So sánh các cấu trúc biểu thị quyết định và ý định,N3,,jlpt_grammar,,
～次第だ,"Cha tôi sang năm đến tuổi về hưu, trong nhà còn em trai và em gái. Tôi đang nghĩ tới việc giảm đi làm thêm và chăm chỉ học hơn. Vì lẽ đó tôi đăng ký chương trình học bổng này.",N2,"""〜次第だ là cấu trúc trang trọng dùng để giải thích lý do, nguyên nhân của một hành động hay quyết định. Thường xuất hiện trong văn viết chính thức như đơn xin việc, thư từ trang trọng. Có nghĩa là """"vì lẽ đó"""", """"do đó"""", """"vì vậy mà"""". Cấu trúc này mang tính giải thích và thường đặt ở cuối câu để kết luận.""",jlpt_grammar,,
default,"""#次第, #説明, #改まった表現, #文語, #理由, #正式, #書き言葉""",,,jlpt_grammar,,
～次第だ,会社の業績が悪化したため、リストラを実施する次第です。(Do tình hình kinh doanh của công ty xấu đi nên chúng tôi thực hiện cắt giảm nhân sự.),N2,"Cấu trúc '～次第だ' được sử dụng để {{c1::giải thích lý do}} hoặc {{c1::trình bày nguyên nhân}} của một hành động hay quyết định một cách trang trọng. Nó mang tính {{c2::kết luận}} và thường xuất hiện ở cuối câu để {{c2::tổng kết}} những gì đã nêu trước đó. Cấu trúc này chủ yếu được sử dụng trong {{c3::văn viết chính thức}} như {{c3::thư từ trang trọng}}, {{c3::đơn xin việc}} hoặc {{c3::báo cáo}}.",jlpt_grammar,,
原因・理由を表す表現の比較,So sánh các cách diễn đạt lý do và nguyên nhân,N2,,jlpt_grammar,,
～しだいで/だ,Có phẫu thuật hay không còn tùy thuộc vào kết quả chẩn đoán.,N2,"""Cấu trúc """"～しだいで/だ"""" được sử dụng để biểu thị rằng kết quả hoặc quyết định phụ thuộc hoàn toàn vào một yếu tố cụ thể. Nó có nghĩa là """"tùy thuộc vào"""" hoặc """"phụ thuộc vào"""". Cấu trúc này thường được dùng khi muốn nhấn mạnh tính chất quyết định của một yếu tố nào đó đối với kết quả cuối cùng. Biến thể """"～しだいでは"""" được sử dụng khi muốn nói về khả năng xảy ra trong một số trường hợp nhất định.""",jlpt_grammar,,
default,"""#依存, #条件, #決定, #結果, #変化, #可能性, #判断""",[Để trống],,jlpt_grammar,,
～しだいで/だ,"能力主義の会社では、仕事の成績次第で給料に差がつく。(Trong các công ty theo chủ nghĩa năng lực, mức chênh lệch lương được tính tùy thuộc vào thành tích công việc.)",N2,"""Cấu trúc """"～しだいで/だ"""" được sử dụng để biểu thị {{c1::sự phụ thuộc hoàn toàn}} của một kết quả hoặc quyết định vào một yếu tố cụ thể. Nó có nghĩa {{c2::tùy thuộc vào}} hoặc {{c2::phụ thuộc vào}}. Cấu trúc này nhấn mạnh rằng {{c3::yếu tố được đề cập}} là điều kiện quyết định duy nhất cho kết quả. Biến thể """"～しだいでは"""" được dùng khi muốn nói về {{c3::khả năng xảy ra}} trong một số trường hợp nhất định.""",jlpt_grammar,,
