word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
ダブる,ダブる,"nhân đôi, trùng lặp, chồng chất",mimikaraoboeru,động từ nhóm 5 (godan-doushi),目(め)が疲(つか)れてパソコンの字(じ)がダブって見(み)える。,Do mỏi mắt nên nhìn chữ trên máy tính thấy trùng lặp (nhìn thành hai).,"""Không có kanji, đây là từ được viết bằng katakana vì có nguồn gốc từ tiếng nước ngoài (tiếng Anh """"double"""").""",ダブりなし: không trùng lặp、ダブりチェック: kiểm tra trùng lặp、ダブりデータ: dữ liệu trùng lặp
憧れる,あこがれる,"mong ước, khao khát, ngưỡng mộ, hâm mộ",mimikaraoboeru,động từ nhóm 2 (ichidan-doushi),プロの選手(せんしゅ)にあこがれる。,Ngưỡng mộ các vận động viên chuyên nghiệp.,"Kanji 憧 gồm bộ tâm (忄- liên quan đến cảm xúc) và phần 童 (đồng - trẻ em). Điều này gợi ý rằng sự mơ ước, khao khát có liên quan đến trái tim ngây thơ, thuần khiết như trẻ em. Trẻ em thường có những ước mơ trong sáng, và từ này thể hiện cảm xúc ngưỡng mộ, khát khao thuần khiết tương tự.","憧れの人(あこがれのひと): thần tượng, người được ngưỡng mộ、青春(せいしゅん)の憧(あこが)れ: khát khao tuổi trẻ、憧(あこが)れの的(まと): đối tượng được mơ ước"
羨む,うらやむ,"đố kỵ, ghen tị, thèm muốn",mimikaraoboeru,động từ nhóm 5 (godan-doushi),人(ひと)の幸(しあわ)せをうらやんでも仕方(しかた)がない。,Dù có ghen tị với hạnh phúc của người khác cũng chẳng ích gì.,"""Kanji 羨 gồm bộ dương (羊 - con cừu, thường liên quan đến sự may mắn, tài sản) và phần 次 (thứ, kế tiếp). Trong thời xưa, người có nhiều cừu được xem là người giàu có, và người khác thường """"thèm muốn"""" hay """"ghen tị"""" với số tài sản đó. Điều này phản ánh ý nghĩa của từ """"ghen tị, thèm muốn"""".""","羨望(せんぼう): sự ngưỡng mộ, sự ghen tị、羨ましがる(うらやましがる): tỏ ra ghen tị、羨ましさ(うらやましさ): sự ghen tị"
諦める,あきらめる,"từ bỏ, buông xuôi, đầu hàng",mimikaraoboeru,động từ nhóm 2 (ichidan-doushi),大(おお)けがをして、プロのサッカーの選手(せんしゅ)になる夢(ゆめ)をあきらめた。,Bị thương nặng nên đã từ bỏ giấc mơ trở thành cầu thủ bóng đá chuyên nghiệp.,"""Kanji 諦 gồm bộ """"ngôn"""" (言 - lời nói) và phần """"帝"""" (đế - hoàng đế). Chữ """"đế"""" gợi ý sự chấp nhận quy luật, trật tự từ trên xuống. Kết hợp lại, kanji này thể hiện việc """"tuyên bố chấp nhận"""" một thực tế nào đó, phù hợp với ý nghĩa """"từ bỏ"""" hoặc """"buông xuôi"""" của từ.""",諦め感(あきらめかん): cảm giác từ bỏ、諦め顔(あきらめがお): gương mặt bỏ cuộc、諦めきれない(あきらめきれない): không thể từ bỏ hoàn toàn
呆れる,あきれる,"sốc, ngạc nhiên, kinh ngạc (theo hướng tiêu cực)",mimikaraoboeru,động từ nhóm 2 (ichidan-doushi),新(しん)入(にゅう)社員(しゃいん)があまりに物(もの)を知(し)らないので、あきれてしまった。,Tôi đã sốc vì nhân viên mới không biết quá nhiều thứ.,"""Kanji 呆 gồm bộ """"khẩu"""" (口 - miệng) và chữ """"đại"""" (大 - lớn) ở bên. Hình ảnh này gợi ý một người đang há hốc miệng, sửng sốt trước điều gì đó, phản ánh ý nghĩa """"kinh ngạc, sốc"""" của từ. Miệng mở to (大) vì quá bất ngờ và không thể phản ứng.""",呆れ果(あきれはて)る: hoàn toàn kinh ngạc、呆れ返(あきれかえ)る: vô cùng kinh ngạc、呆れた態度(あきれたたいど): thái độ gây sốc
恐れる,おそれる,"sợ, lo sợ, e ngại; đáng sợ, khủng khiếp",mimikaraoboeru,động từ nhóm 2 (ichidan-doushi),動物(どうぶつ)は火(ひ)を恐(おそ)れる。,Động vật sợ lửa.,"""Kanji 恐 gồm bộ """"tâm"""" (心 - trái tim, cảm xúc) và phần trên gồm các thành phần khác. Phần trên có chữ """"khẩu"""" (口) ở giữa, gợi ý tiếng kêu, và các đường nét khác có thể gợi ý về sự rung động. Toàn bộ kanji thể hiện trạng thái tim đập mạnh, miệng kêu la khi sợ hãi, phản ánh đúng ý nghĩa """"sợ hãi, lo sợ"""" của từ.""","恐れ多(おそれおお)い: rất đáng sợ, quá sức (kính ngữ)、恐れ入(おそれい)る: xin lỗi, rất lấy làm tiếc (kính ngữ)、恐れ知(おそれし)らず: liều lĩnh, không biết sợ"
恨む,うらむ,"hận, căm ghét, oán hận, căm thù",mimikaraoboeru,động từ nhóm 5 (godan-doushi),私(わたし)は今(いま)でも、私(わたし)をいじめた同級(どうきゅう)生を恨(うら)んでいる。,"Cho đến bây giờ, tôi vẫn căm ghét người bạn cùng lớp đã bắt nạt tôi.","""Kanji 恨 gồm bộ """"tâm"""" (忄- liên quan đến cảm xúc) và phần 艮 (ngăn - dừng lại, cản trở). Sự kết hợp này gợi ý một cảm xúc tiêu cực trong tim không thể vượt qua được, bị chặn lại và tích tụ, phản ánh ý nghĩa """"oán hận, căm ghét"""" của từ. Cảm xúc này khó có thể giải tỏa, giống như bị """"ngăn"""" lại trong tim.""",恨み言(うらみごと): lời oán trách、根に持(ねにも)って恨(うら)む: ôm hận trong lòng、恨み骨髄(うらみこつずい): hận thấu xương
慰める,なぐさめる,"an ủi, động viên, làm dịu",mimikaraoboeru,động từ nhóm 2 (ichidan-doushi),失恋(しつれん)した友達(ともだち)をみんなで慰(なぐさ)めた。,Mọi người đã an ủi người bạn bị thất tình.,"""Kanji 慰 gồm bộ """"tâm"""" (心 - trái tim, cảm xúc) ở dưới cùng và các thành phần khác ở trên. Phần trên có chữ """"trúc"""" (竹) và """"vi"""" (為). """"Trúc"""" tượng trưng cho sự mềm mại nhưng bền bỉ, còn """"vi"""" có nghĩa là """"làm cho"""". Kết hợp lại, kanji này thể hiện việc dùng sự mềm mại, kiên nhẫn để làm cho trái tim người khác dịu đi, phản ánh ý nghĩa """"an ủi, làm dịu"""" của từ.""","自分(じぶん)を慰(なぐさ)める: tự an ủi mình、慰め物(なぐさめもの): vật để an ủi, thú vui、心(こころ)の慰(なぐさ)め: niềm an ủi trong lòng"
透き通る,すきとおる,"trong suốt, trong vắt, thấu thông",mimikaraoboeru,自動詞（じどうし）- Động từ tự,川(かわ)の水(みず)が透き通(すきとお)っている。,Dòng nước của con sông trong suốt.,"透 (thấu) có nghĩa là xuyên qua, thấu qua; 通 (thông) có nghĩa là đi qua, thông suốt. Kết hợp lại thành từ mô tả vật thể mà ánh sáng, tầm nhìn có thể xuyên qua hoàn toàn.",透き通った声(すきとおったこえ): giọng nói trong trẻo、透き通ったガラス(すきとおったガラス): kính trong suốt、透き通った空気(すきとおったくうき): không khí trong lành
静まる・鎮まる,しずまる,"yên lặng, yên tĩnh, lắng xuống",mimikaraoboeru,自動詞（じどうし）- Động từ tự,先生(せんせい)が入(はい)ってくると、教室(きょうしつ)がしいんと静(しず)まった。,"Khi cô giáo vào, cả lớp im như tờ.","静/鎮 (tĩnh/trấn) có nghĩa là yên lặng, bình tĩnh, trấn áp. Động từ này diễn tả quá trình một thứ gì đó từ trạng thái ồn ào, náo động chuyển sang trạng thái yên lặng một cách tự nhiên.",静まり返る(しずまりかえる): im phăng phắc、寝静まる(ねしずまる): yên tĩnh sau khi mọi người đã đi ngủ、騒ぎが静まる(さわぎがしずまる): sự ồn ào lắng xuống
静める・鎮める,しずめる,"yên lặng, làm giảm bớt, trấn áp",mimikaraoboeru,他動詞（たどうし）- Động từ tha,司会者(しかいしゃ)は騒(さわ)がしい場内(じょうない)を一言(ひとこと)で静(しず)めた。,Người dẫn chương trình nói vài câu để làm yên lặng hội trường ồn ào.,"静/鎮 (tĩnh/trấn) có nghĩa là yên lặng, bình tĩnh. Khác với 静まる là tự động từ, 静める là tha động từ, diễn tả hành động chủ động làm cho cái gì đó trở nên yên lặng.",怒りを静める(いかりをしずめる): làm dịu cơn giận、興奮を静める(こうふんをしずめる): làm dịu sự phấn khích、暴動を静める(ぼうどうをしずめる): trấn áp bạo động
優れる,すぐれる,"giỏi, ưu tú, tốt, vượt trội",mimikaraoboeru,自動詞（じどうし）- Động từ tự,彼(かれ)は運動(うんどう)能力(のうりょく)｛が/に｝優(すぐ)れている。,Anh ấy giỏi về năng lực vận động.,"優 (ưu) có nghĩa là tốt, ưu việt, vượt trội. Từ này chỉ sự vượt trội, xuất sắc hơn so với tiêu chuẩn hoặc so với những thứ khác. Nó liên quan đến từ 優勝 (vô địch, chiến thắng).",優れた作品(すぐれたさくひん): tác phẩm xuất sắc、優れた技術(すぐれたぎじゅつ): kỹ thuật tuyệt vời、優れた判断力(すぐれたはんだんりょく): khả năng phán đoán tốt
落ち着く,おちつく,"bình tĩnh, thanh thản, lắng xuống, trầm lắng, định cư",mimikaraoboeru,自動詞（じどうし）- Động từ tự,「慌(あわ)てないで、落(お)ち着(つ)いて話(はな)してください」,"Đừng vội vàng, hãy bình tĩnh mà nói.","""落 (lạc) nghĩa là rơi xuống; 着 (trước) nghĩa là đến, tiếp xúc. Kết hợp lại tạo thành từ mô tả trạng thái đã """"rơi xuống"""" và """"đạt đến"""" vị trí ổn định - ám chỉ sự bình tĩnh, ổn định.""",落ち着きのない子供(おちつきのないこども): đứa trẻ không ngồi yên、落ち着いた色(おちついたいろ): màu sắc trầm、落ち着いた声(おちついたこえ): giọng nói điềm tĩnh
長引く,ながびく,"kéo dài, kéo dài hơn dự kiến",mimikaraoboeru,自動詞（じどうし）- Động từ tự,仕事(しごと)が長引(ながび)いて約束(やくそく)に遅(おく)れてしまった。,Công việc kéo dài làm trễ giờ hẹn.,長 (trường) có nghĩa là dài; 引 (dẫn) có nghĩa là kéo. Kết hợp lại mô tả quá trình một thứ gì đó bị kéo dài hơn so với dự kiến ban đầu.,長引く会議(ながびくかいぎ): cuộc họp kéo dài、長引く不況(ながびくふきょう): suy thoái kinh tế kéo dài、長引く交渉(ながびくこうしょう): cuộc đàm phán kéo dài
衰える,おとろえる,"suy yếu, yếu đi, suy giảm",mimikaraoboeru,自動詞（じどうし）- Động từ tự,年(とし)を取(と)ると、体力(たいりょく)が衰(おとろ)える。,Khi có tuổi thì sẽ giảm thể lực.,"衰 (suy) mang ý nghĩa suy giảm, yếu đi. Từ này diễn tả quá trình một thứ gì đó từ mạnh mẽ, thịnh vượng dần trở nên yếu ớt, kém đi theo thời gian.",記憶力が衰える(きおくりょくがおとろえる): trí nhớ suy giảm、勢いが衰える(いきおいがおとろえる): khí thế suy giảm、国力が衰える(こくりょくがおとろえる): sức mạnh quốc gia suy yếu
備わる,そなわる,"lắp đặt, chuẩn bị, sẵn có, được trang bị",mimikaraoboeru,自動詞（じどうし）- Động từ tự,新幹線(しんかんせん)にはさまざまな安全(あんぜん)装置(そうち)が備(そな)わっている。,Trong tàu shinkansen được trang bị nhiều thiết bị an toàn.,"備 (bị) có nghĩa là chuẩn bị, trang bị. Từ này diễn tả trạng thái đã được trang bị hoặc vốn có sẵn tính chất, đặc điểm nào đó.",才能が備わる(さいのうがそなわる): có tài năng、知識が備わる(ちしきがそなわる): có kiến thức、機能が備わる(きのうがそなわる): có chức năng
備える,そなえる,"lắp đặt, chuẩn bị, trang bị",mimikaraoboeru,他動詞（たどうし）- Động từ tha,学校(がっこう)では火災(かさい)報知器(ほうちき)が備(そな)えてある。,Ở trường học được trang bị sẵn những thiết bị báo cháy.,"備 (bị) có nghĩa là chuẩn bị, trang bị. Khác với 備わる là tự động từ, 備える là tha động từ, diễn tả hành động chủ động trang bị hoặc chuẩn bị cái gì đó.",備え付ける(そなえつける): lắp đặt cố định、兼ね備える(かねそなえる): vừa có..vừa có..、地震に備える(じしんにそなえる): chuẩn bị cho động đất
蓄える,たくわえる,"bảo quản, bảo vệ, tích lũy, dự trữ",mimikaraoboeru,他動詞（たどうし）- Động từ tha,お金(かね)を蓄(たくわ)える。,Tích trữ tiền.,"蓄 (súc) có nghĩa là tích trữ, dự trữ. Từ này diễn tả hành động cất giữ, dự trữ để sử dụng trong tương lai, áp dụng cho cả vật chất lẫn phi vật chất.",知識を蓄える(ちしきをたくわえる): tích lũy kiến thức、食料を蓄える(しょくりょうをたくわえる): tích trữ lương thực、体力を蓄える(たいりょくをたくわえる): tích lũy thể lực
整う・調う,ととのう,"đã được chuẩn bị, sẵn sàng, được sắp xếp ngăn nắp",mimikaraoboeru,自動詞（じどうし）- Động từ tự,準備(じゅんび)が整(ととの)った。,Chuẩn bị sẵn sàng.,"整/調 (chỉnh/điều) đều mang ý nghĩa sắp xếp, chỉnh đốn. Từ này diễn tả trạng thái mọi thứ đã được sắp xếp gọn gàng, đâu vào đó, sẵn sàng để sử dụng.",環境が整う(かんきょうがととのう): môi trường được chuẩn bị đầy đủ、条件が整う(じょうけんがととのう): điều kiện đã sẵn sàng、文章が整う(ぶんしょうがととのう): văn bản được sắp xếp gọn gàng
整える・調える,ととのえる,"chuẩn bị, sắp xếp, làm cho gọn gàng",mimikaraoboeru,他動詞（たどうし）- Động từ tha,面接(めんせつ)の前(まえ)に服装(ふくそう)や髪(かみ)を整(ととの)える。,Trước khi đi phỏng vấn chuẩn bị sẵn trang phục và tóc tai.,"整/調 (chỉnh/điều) đều mang ý nghĩa sắp xếp, chỉnh đốn. Khác với 整う là tự động từ, 整える là tha động từ, diễn tả hành động chủ động sắp xếp, chuẩn bị, điều chỉnh.",環境を整える(かんきょうをととのえる): chuẩn bị môi trường、身だしなみを整える(みだしなみをととのえる): chỉnh trang ngoại hình、計画を整える(けいかくをととのえる): lập kế hoạch
覆う,おおう,"phủ lên, che phủ, che",mimikaraoboeru,他動詞（たどうし）- Động từ tha,テーブルをテーブルクロスで覆(おお)った。,Trải khăn bàn lên bàn.,"覆 (phúc) có nghĩa là che phủ, bao trùm. Từ này diễn tả hành động phủ lên, che kín một vật nào đó, khiến cho vật đó không còn nhìn thấy được.",雲に覆われる(くもにおおわれる): bị mây che phủ、雪に覆われる(ゆきにおおわれる): bị tuyết phủ kín、布で覆う(ぬのでおおう): phủ bằng vải
照る,てる,chiếu sáng,mimikaraoboeru,自動詞（じどうし）- Động từ tự,日(ひ)が照(て)っているうちに洗濯物(せんたくもの)を干(ほ)そう。,Phơi đồ trong khi nắng còn chiếu.,"照 (chiếu) mang ý nghĩa chiếu sáng, tỏa sáng. Từ này diễn tả hiện tượng tự nhiên khi mặt trời, mặt trăng hoặc nguồn sáng khác tỏa ánh sáng xuống.",照り付ける(てりつける): chiếu gay gắt、かんかん照り(かんかんてり): nắng chói chang、月が照る(つきがてる): trăng chiếu sáng
膨らむ,ふくらむ,"phồng lên, nở ra, bành trướng, mở rộng",mimikaraoboeru,động từ tự động từ nhóm 1,桜(さくら)のつぼみが膨(ふく)らんだ。,Nụ hoa anh đào đã nở.,"""""""膨"""" gồm bộ thịt """"月"""" và chữ """"彭"""" (âm phồng) - biểu thị việc phình ra, nở to. Từ này thường dùng để chỉ sự phồng lên về thể tích hoặc kích thước.""",膨らみ(ふくらみ): sự phồng lên、膨張(ぼうちょう): sự bành trướng/nở rộng、膨大(ぼうだい): khổng lồ/rất lớn
膨らます,ふくらます,"làm phồng lên, thổi phồng, làm nở ra",mimikaraoboeru,động từ tha động từ nhóm 1 (nhân quả của 膨らむ),娘(むすめ)は怒(おこ)ると頬(ほお)を膨(ふく)らます。,Em gái tôi khi tức giận sẽ phồng má lên.,"""""""膨"""" gồm bộ thịt """"月"""" và chữ """"彭"""" (âm phồng) - biểu thị việc phình ra. Đây là dạng nhân quả (causative) của 膨らむ, biểu thị hành động chủ động làm cho một vật phồng lên.""",膨らみ(ふくらみ): sự phồng lên、膨張させる(ぼうちょうさせる): làm bành trướng、夢を膨らます(ゆめをふくらます): nuôi dưỡng ước mơ
尖る,とがる,"nhọn, sắc, mũi nhọn",mimikaraoboeru,động từ tự động từ nhóm 1,この靴(くつ)は先(さき)がとがっている。,Đôi giày này có đầu nhọn.,"""Chữ """"尖"""" gồm """"小"""" (nhỏ) ở trên và """"大"""" (to) ở dưới, tạo thành hình ảnh trực quan về một vật thể có phần đỉnh nhỏ dần, nhọn hoắt - đúng với ý nghĩa của từ """"nhọn"""". Cách viết kanji này rất dễ liên tưởng đến hình dạng vật nhọn.""",尖った(とがった): nhọn hoắt、先が尖る(さきがとがる): đầu nhọn、尖り声(とがりごえ): giọng the thé
当てはまる,あてはまる,"áp dụng, ứng dụng, phù hợp với, tương ứng với",mimikaraoboeru,động từ tự động từ nhóm 1,昔話(むかしばなし)の教訓(きょうくん)は、現代(げんだい)にも当(あ)てはまる物(もの)が多(おお)い。,Những câu chuyện giáo huấn ngày xưa vẫn có thể áp dụng cho bây giờ rất nhiều.,"""""""当"""" có nghĩa là """"trúng/đáng/đương nhiên"""" - biểu thị sự phù hợp. Kết hợp với động từ """"はまる"""" (vừa khớp/lọt vào), tạo thành ý nghĩa """"phù hợp với/áp dụng được cho"""" - giống như một vật vừa khớp với một chỗ trống.""",当てはまらない(あてはまらない): không áp dụng được、該当する(がいとうする): thuộc về/áp dụng cho、適用する(てきようする): áp dụng
就く,つく,"kiếm việc, nhậm chức, đảm nhận vị trí",mimikaraoboeru,động từ tự động từ nhóm 1,大学(だいがく)を卒業(そつぎょう)して教職(きょうしょく)に就(つ)いた。,"Sau khi tốt nghiệp đại học, tôi đã làm việc trong ngành giáo dục.","""Chữ """"就"""" gồm bộ """"亻"""" (người) và phần """"尤"""" (đặc biệt/xuất sắc). Điều này ám chỉ một người đảm nhận vị trí đặc biệt, phản ánh ý nghĩa của việc đảm nhận chức vụ hay vị trí quan trọng.""",就職(しゅうしょく): việc làm/sự nghiệp、就任(しゅうにん): nhậm chức、就寝(しゅうしん): đi ngủ
受け持つ,うけもつ,"đảm nhận, phụ trách, đảm đương (trách nhiệm)",mimikaraoboeru,động từ tha động từ nhóm 1,サークルで、今年(ことし)は会計(かいけい)を受(う)け持(も)つことになった。,Năm nay tôi đảm nhận kế toán cho câu lạc bộ.,"""""""受"""" có nghĩa là """"nhận"""" - biểu thị việc đón nhận điều gì. """"持"""" có nghĩa là """"giữ/cầm"""" - biểu thị việc nắm giữ. Hai kanji này kết hợp tạo thành ý nghĩa """"nhận lấy và giữ"""" trách nhiệm hay nhiệm vụ.""",受け持ち(うけもち): phần được giao、担当者(たんとうしゃ): người phụ trách、責任者(せきにんしゃ): người chịu trách nhiệm
従う,したがう,"theo đó, theo, tuân theo",mimikaraoboeru,động từ tự động từ nhóm 1,「非常(ひじょう)の際(さい)は係員(かかりいん)の指示(しじ)に従(したが)って避難(ひなん)してください」,Vào những lúc khẩn cấp hãy nghe theo chỉ thị của nhân viên để lánh nạn.,"""Chữ """"従"""" có bộ """"彳"""" (biểu thị động tác đi) kết hợp với phần chính giữa là """"夂"""" (đi theo sau) - phản ánh ý nghĩa của từ là """"đi theo/tuân theo"""". Cách viết kanji này gợi lên hình ảnh một người đang đi theo sau người khác.""",従業員(じゅうぎょういん): nhân viên、従事する(じゅうじする): tham gia/làm việc、服従(ふくじゅう): sự tuân phục
呟く,つぶやく,"thì thầm, lẩm bẩm, thì thào",mimikaraoboeru,động từ tự động từ nhóm 1,彼女(かのじょ)は下(した)を向(む)いて、何(なに)かぶつぶつつぶやいてた。,Cô ấy cúi đầu xuống và lẩm bẩm điều gì đó.,"""""""呟"""" gồm bộ """"口"""" (miệng) và phần """"云"""" (nói/mây) - ám chỉ lời nói nhẹ như mây, khó nghe rõ. Cách viết kanji này gợi hình ảnh những lời nói khẽ phát ra từ miệng, mơ hồ như mây.""",つぶやき(独り言): lời thì thầm/lẩm bẩm、独り言(ひとりごと): nói một mình、ささやき声(ささやきごえ): giọng thì thầm
述べる,のべる,"bày tỏ, nêu lên, trình bày",mimikaraoboeru,động từ tha động từ nhóm 2,自分(じぶん)の意見(いけん)を述(の)べる。,Phát biểu ý kiến của bản thân.,"""""""述"""" gồm bộ """"辶"""" (đi) và phần """"术"""" (kỹ thuật/phương pháp) - ám chỉ việc đưa ra ý kiến theo một phương pháp có tổ chức. Ý nghĩa của kanji này liên quan đến việc diễn đạt, trình bày một cách hệ thống.""",述懐(じゅっかい): sự bày tỏ cảm xúc、陳述(ちんじゅつ): lời trình bày/khai báo、記述(きじゅつ): sự mô tả/viết ra
目覚める,めざめる,"thức giấc, tỉnh giấc, thức tỉnh",mimikaraoboeru,động từ tự động từ nhóm 2,早朝(そうちょう)、鳥(とり)の声(こえ)で目覚(めざ)めた。,Sáng sớm tôi bị thức giấc bởi tiếng chim.,"""""""目"""" là """"mắt"""" - biểu thị việc mở mắt khi thức giấc. """"覚"""" có nghĩa là """"nhớ/tỉnh"""" - biểu thị trạng thái tỉnh táo. Hai kanji này kết hợp tạo thành ý nghĩa """"mắt tỉnh táo"""" - phản ánh trạng thái thức giấc, tỉnh táo sau giấc ngủ.""",目覚まし時計(めざましどけい): đồng hồ báo thức、早目覚め(はやめざめ): thức dậy sớm、目覚め(めざめ): sự thức giấc
限る,かぎる,"giới hạn, hạn chế, chỉ",mimikaraoboeru,động từ tha động từ nhóm 1,日本(にほん)では漫画(まんが)を読(よ)むのは子供(こども)に限(かぎ)らない。,Ở Nhật Bản không chỉ có trẻ em đọc truyện tranh manga.,"""""""限"""" gồm bộ """"阝"""" (đồi/khu vực) và phần """"艮"""" (giới hạn/cản trở) - biểu thị ý nghĩa giới hạn trong một phạm vi. Kanji này thể hiện sự hạn chế, ngăn cản không cho vượt quá một giới hạn nhất định.""",限り(かぎり): giới hạn/phạm vi、限定(げんてい): sự giới hạn/hạn chế、制限(せいげん): sự hạn chế/khống chế
片寄る・偏る,かたよる,"dồn về một phía, thiên lệch, mất cân bằng",mimikaraoboeru,động từ tự động từ nhóm 1,ボートで客(きゃく)が一方(いっぽう)に片寄(かたよ)ったため、船体(せんたい)が傾(かたむ)いてしまった。,Vì hành khách dồn về một phía nên thuyền bị nghiêng.,"""""""片"""" có nghĩa là """"một phần/một bên"""" và """"寄"""" có nghĩa là """"dồn vào/gần"""". Kết hợp lại biểu thị việc dồn về một phía. """"偏"""" gồm bộ """"亻"""" (người) và phần """"扁"""" (nghiêng/lệch), thể hiện ý nghĩa thiên lệch, thiên vị.""",偏り(かたより): sự thiên lệch/thiên vị、偏見(へんけん): thành kiến、偏食(へんしょく): ăn uống thiếu cân bằng
薄まる,うすまる,"bị nhạt đi, phai nhòa, loãng đi",mimikaraoboeru,động từ tự động từ nhóm 1,凍(こお)りがとけてジュースが薄(うす)まった。,Đá tan ra làm nhạt nước trái cây.,"""""""薄"""" gồm bộ """"艹"""" (cỏ) ở trên, phần """"氵"""" (nước) ở bên trái và phần """"溥"""" (mỏng/rộng) - biểu thị ý nghĩa mỏng, nhạt. Kanji này thể hiện trạng thái vật chất loãng, không đặc, hoặc những gì nhạt nhòa, không rõ nét.""",薄め(うすめ): loãng/nhạt、希薄(きはく): loãng/thiếu đặc tính、濃度(のうど): nồng độ
薄める,うすめる,"pha loãng, làm nhạt đi",mimikaraoboeru,động từ tha động từ nhóm 2,水(みず)を足(た)して味(あじ)を薄(うす)めた。,Tôi đã thêm nước vào để làm nhạt vị.,"""""""薄"""" gồm bộ """"艹"""" (cỏ) ở trên, phần """"氵"""" (nước) ở bên trái và phần """"溥"""" (mỏng/rộng) - biểu thị ý nghĩa mỏng, nhạt. Đây là dạng nhân quả của """"薄まる"""", thể hiện hành động chủ động làm cho một thứ trở nên mỏng, nhạt đi.""",薄め液(うすめえき): dung dịch pha loãng、希釈(きしゃく): sự pha loãng、薄化粧(うすげしょう): trang điểm nhẹ
薄れる,うすれる,"mất dần đi, mỏng dần, nhạt đi",mimikaraoboeru,động từ tự động từ nhóm 2,霧(きり)が薄(うす)れ、見通(みとお)しが良(よ)くなった。,"Sương mờ dần, tầm nhìn trở nên rõ ràng hơn.","""""""薄"""" gồm bộ """"艹"""" (cỏ) ở trên và phần chứa """"氵"""" (nước) - biểu thị ý nghĩa mỏng, nhạt. Kanji này thể hiện trạng thái dần dần mất đi đặc tính ban đầu, như màu sắc hay ký ức phai mờ theo thời gian.""",薄れゆく(うすれゆく): dần dần phai nhạt、色褪せる(いろあせる): phai màu、薄明り(うすあかり): ánh sáng mờ
認める,みとめる,"thừa nhận, công nhận, chứng nhận, nhận ra",mimikaraoboeru,động từ nhóm 2 (る),彼(かれ)は犯行(はんこう)を認(みと)めた。,Anh ấy đã nhận là phạm tội.,"""認 gồm bộ """"言"""" (ngôn) nghĩa là lời nói và """"忍"""" (nhẫn) là chịu đựng, nhẫn nại. Khi kết hợp lại, nó mang ý nghĩa """"chấp nhận hay thừa nhận điều gì đó sau khi đã suy xét"""". Kanji này liên quan đến việc xác nhận sự thật một cách chính thức.""",認可(にんか): sự cho phép、認定(にんてい): công nhận、認識(にんしき): nhận thức
見直す,みなおす,"nhìn lại, cân nhắc lại, xem xét lại, đánh giá lại",mimikaraoboeru,động từ nhóm 1 (五段),テストを出(だ)す前(まえ)に、もう一度(いちど)見直(みなお)しなさい。,Trước khi nộp bài hãy nhìn lại một lần nữa.,"""見 nghĩa là """"nhìn, thấy"""", là hành động quan sát bằng mắt. 直 có nghĩa là """"thẳng, trực tiếp, sửa"""". Khi kết hợp lại, 見直す mang ý nghĩa nhìn lại một cách trực tiếp để sửa chữa, điều chỉnh hoặc đánh giá lại. Sự kết hợp này phản ánh chính xác ý nghĩa của từ.""",見直し(みなおし): sự xem xét lại、再検討(さいけんとう): tái xét、再確認(さいかくにん): xác nhận lại
見慣れる,みなれる,"quen nhìn, quen thuộc, nhẵn mặt",mimikaraoboeru,động từ nhóm 2 (る),見慣(みな)れない人(ひと)が教室(きょうしつ)にいる。,Có người lạ trong lớp.,"""見 là """"nhìn, thấy"""" liên quan đến hành động quan sát bằng mắt. 慣 có nghĩa là """"thói quen, quen với"""" (từ bộ phận 貫 """"xuyên qua"""" và 心 """"tâm"""" - thói quen đã """"xuyên qua"""" tâm trí). Khi kết hợp lại, 見慣れる mang ý nghĩa đã quen với việc nhìn thấy cái gì đó đến mức nó trở thành điều bình thường.""",見慣れた光景(みなれたこうけい): cảnh tượng quen thuộc、見慣れた顔(みなれたかお): khuôn mặt quen thuộc
求める,もとめる,"tìm kiếm, yêu cầu, mong muốn, đòi hỏi",mimikaraoboeru,động từ nhóm 2 (る),彼女(かのじょ)は職(しょく)を求(もと)めている。,Cô ấy đang tìm việc.,"Kanji 求 gồm bộ thủ 水 (nước - được biến đổi) ở trên và 大 (lớn) ở dưới. Truyền thống xưa cho rằng hình ảnh này thể hiện người đang tìm kiếm nguồn nước (điều thiết yếu), do đó mang ý nghĩa tìm kiếm, mong muốn. Trong kanji này còn có yếu tố 心 (tâm) biến thể, thể hiện khao khát từ trong tâm.",求人(きゅうじん): tuyển dụng、需要(じゅよう): nhu cầu、求職(きゅうしょく): tìm việc làm
漏れる,もれる,"bị rò rỉ, lọt qua, rỉ ra",mimikaraoboeru,động từ nhóm 2 (る),台所(だいどころ)でガスが漏(も)れている。,Ga rò rỉ ở nhà bếp.,"漏 gồm bộ 氵(nước) ở bên trái và phần 屡 (nhiều lần) ở bên phải. Sự kết hợp này gợi ý về nước hoặc chất lỏng liên tục thoát ra từ một vật chứa qua một kẽ hở. Ý nghĩa ban đầu của kanji này là chỉ sự rò rỉ của chất lỏng, sau đó mở rộng ra thành sự rò rỉ của âm thanh, ánh sáng và thông tin.",ガス漏れ(ガスもれ): rò rỉ khí gas、情報漏れ(じょうほうもれ): rò rỉ thông tin、水漏れ(みずもれ): rò rỉ nước
