word,reading,meaning,category,part_of_speech,example_sentence,example_translation,kanji_breakdown,synonyms
常に,つねに,"thường xuyên, luôn luôn",shinkanzen,副詞 (phó từ),鈴木（すずき）さんは常（つね）に努力（どりょく）を怠（おこた）らない、素晴（すば）らしい学生（がくせい）だ。,"Suzuki lúc nào cũng không sao lãng việc nỗ lực, đúng là học sinh tuyệt vời.","""常 = 尚 + 巾: Biểu thị luôn luôn, thường xuyên; に = particle hiragana. Nghĩa là """"thường xuyên, liên tục"""".""",常識（じょうしき）: thường thức、常態（じょうたい）: trạng thái thường、常設（じょうせつ）: thường trực
絶えず,たえず,"liên tục, không ngừng",shinkanzen,副詞 (phó từ),妹（いもうと）は体（からだ）が弱（よわ）くて、絶（た）えず風邪（かぜ）を引（ひ）いている。,Em gái tôi gầy yếu nên bị bệnh suốt.,"""絶 = 糸 + 色: Biểu thị cắt đứt, tuyệt; えず = hiragana form của phủ định. Nghĩa là """"không ngừng"""".""",絶（た）えず変化（へんか）する: liên tục thay đổi、絶（た）えず注意（ちゅうい）する: chú ý liên tục、絶（た）えず努力（どりょく）する: nỗ lực liên tục
屡々,しばしば,"thường xuyên, hay",shinkanzen,副詞 (phó từ),年（とし）のせいか、しばしば物（もの）忘（わす）れをするようになった。,Không biết có phải do tuổi cao hay không mà bắt đầu hay quên đồ.,"""屡 = 尸 + 婁: Biểu thị nhiều lần; 々 = dấu lặp lại kanji. Nghĩa là """"nhiều lần, thường xuyên"""".""",しばしば訪問（ほうもん）: thường viếng thăm、しばしば使用（しよう）: thường sử dụng、しばしば議論（ぎろん）: thường tranh luận
度々,たびたび,"nhiều lần, hay",shinkanzen,副詞 (phó từ),田中（たなか）さんとは仕事（しごと）以外（いがい）でもたびたび会（あ）うようになった。,Cũng thường hay gặp anh Tanaka kể cả lúc ngoài công việc.,"""度 = 广 + 又: Biểu thị lần, mức độ; 々 = dấu lặp lại kanji. Nghĩa là """"nhiều lần"""".""",たびたび連絡（れんらく）: liên lạc thường xuyên、たびたび会議（かいぎ）: họp thường xuyên、たびたび遅刻（ちこく）: thường trễ
しょっちゅう,しょっちゅう,"thường xuyên, liên tục",shinkanzen,副詞 (phó từ),この道路（どうろ）のバスはしょっちゅう遅（おく）れるから困（こま）る。,Xe buýt đường này thường xuyên đến trể thật rắc rối.,"しょっちゅう không có kanji, đây là từ hiragana thuần túy được sử dụng như phó từ.",しょっちゅう遅刻（ちこく）: thường trễ、しょっちゅう連絡（れんらく）: liên lạc thường xuyên、しょっちゅう会（あ）う: gặp thường xuyên
偶に,たまに,"thỉnh thoảng, hiếm khi",shinkanzen,副詞 (phó từ),最近（さいきん）運動（うんどう）不足（ぶそく）なので、たまにたくさん歩（ある）くと疲（つか）れる。,Gần đây ít vận động nên thỉnh thoảng vận động nhiều chút là lại mệt.,"""偶 = 人 + 禺: Biểu thị ngẫu nhiên, thỉnh thoảng; に = particle hiragana. Nghĩa là """"thỉnh thoảng"""".""",たまにはゆっくり: thỉnh thoảng thư giãn、たまに会（あ）う: gặp thỉnh thoảng、たまの休（やす）み: nghỉ thỉnh thoảng
滅多に,めったに,"hiếm khi, ít khi",shinkanzen,副詞 (phó từ),この辺（あた）りでは、雪（ゆき）はめったに降（ふ）らない。,Ở vùng này tuyết hiếm khi rơi.,"""滅 = 氵 + 烕: Biểu thị diệt vong; 多 = 夕 + 夕: Biểu thị nhiều. Kết hợp nghĩa """"diệt nhiều"""" = hiếm khi.""",めったに会（あ）えない: hiếm khi gặp、めったに見（み）ない: hiếm khi thấy、めったに来（こ）ない: hiếm khi đến
にこにこ・にっこり,にこにこ・にっこり,"mỉm cười, cười mỉm",shinkanzen,"擬態語 (từ tượng thanh, từ tượng hình)",あの人（ひと）はいつも愛想（あいそ）よく、にこにこしている。,Người đó dễ gần lúc nào cũng cười khúc khích.,"Đây là từ tượng hình không có kanji, biểu hiện bằng hiragana/katakana để mô tả cử chỉ và biểu cảm cười.",にこにこ顔（がお）: khuôn mặt cười tươi、にっこり笑（わら）う: cười tươi、にこにこする: cười mỉm
結局,けっきょく,"cuối cùng, rốt cuộc, sau tất cả",shinkanzen,副詞 (trạng từ),いろいろ考(かんが)えて、結局(けっきょく)彼女(かのじょ)と結婚(けっこん)することにした。,"Sau khi suy nghĩ nhiều, cuối cùng tôi quyết định kết hôn với cô ấy.","""結 (kết thúc, tập hợp) + 局 (cuộc, tình huống) → tạo thành nghĩa """"tình huống kết thúc"""" hay """"kết luận cuối cùng""""""",結局(けっきょく)のところ: rốt cuộc、最終的(さいしゅうてき)に: cuối cùng、結果(けっか)として: về kết quả
漸く,ようやく,"cuối cùng, sau cùng, không dễ dàng gì",shinkanzen,副詞 (trạng từ),長(なが)い闘病生活(とうびょうせいかつ)の後(あと)、彼(かれ)はようやく元気(げんき)になった。,"Sau một thời gian dài điều trị, cuối cùng anh ấy đã khỏe lại.","""漸 (tiếm) nghĩa là """"dần dần"""" → diễn tả quá trình từ từ phát triển đến kết quả cuối cùng""",ようやく実現(じつげん): cuối cùng thực hiện、ようやく完成(かんせい): cuối cùng hoàn thành、ようやく理解(りかい): cuối cùng hiểu
より,より,"hơn, hơn nữa, thêm",shinkanzen,助詞/格助詞 (trợ từ/trợ từ cách),今年(ことし)はより多(おお)くの人(ひと)が参加(さんか)してくれた。,Năm nay có nhiều người tham gia hơn.,"より không có kanji riêng, là trợ từ hiragana thể hiện so sánh và mức độ.",より以上(いじょう): thêm nữa、より一層(いっそう): một lần hơn nữa、より良(よ)い: tốt hơn
一段と,いちだんと,"hơn rất nhiều, hơn hẳn",shinkanzen,副詞 (trạng từ),改装(かいそう)後(ご)の店(みせ)は、一段(いちだん)とおしゃれになった。,Cửa hàng sau khi sửa chữa trở nên thời thượng hơn hẳn.,"一 (một) + 段 (bậc, mức) + と → một bậc cao hơn so với trước",一段(いちだん)と美味(おい)しい: ngon hơn hẳn、一段(いちだん)と明(あき)らか: rõ hơn hẳn、一段(いちだん)と強(つよ)い: mạnh hơn hẳn
再び,ふたたび,"lại, lần nữa, một lần nữa",shinkanzen,副詞 (trạng từ),失敗(しっぱい)しても、再(ふたた)び挑戦(ちょうせん)する勇気(ゆうき)が大切(たいせつ)だ。,"Dù thất bại, lòng can đảm thử lại lần nữa là điều quan trọng.","再 (再び) = tái, thực hiện lại một lần nữa sau khi ngừng",再(ふたた)び会(あ)う: gặp lại、再(ふたた)び始(はじ)める: bắt đầu lần nữa、再(ふたた)び考(かんが)える: suy nghĩ lại
今後,こんご,"từ nay về sau, sau này, tương lai",shinkanzen,名詞 (danh từ),今後(こんご)の予定(よてい)についてみんなで相談(そうだん)しましょう。,Chúng ta hãy bàn bạc về kế hoạch trong tương lai.,今 (hiện tại) + 後 (sau) → thời gian từ hiện tại trở về sau,今後(こんご)の課題(かだい): bài toán tương lai、今後(こんご)の方針(ほうしん): phương hướng tương lai、今後(こんご)とも: từ nay về sau cũng
のち,のち,"sau đó, về sau, tương lai",shinkanzen,名詞 (danh từ),高校(こうこう)卒業(そつぎょう)ののち、留学(りゅうがく)を経験(けいけん)した。,"Sau khi tốt nghiệp cấp ba, tôi đã trải nghiệm du học.","後 (のち) = phần sau, thời gian sau này",その後(のち): sau đó、のちの世代(せだい): thế hệ sau、日(ひ)をおいてのち: sau một thời gian
間もなく,まもなく,"sắp, chẳng bao lâu nữa, sắp sửa",shinkanzen,副詞 (trạng từ),飛行機(ひこうき)はまもなく着陸(ちゃくりく)します。シートベルトをお締(し)めください。,Máy bay sắp hạ cánh. Xin quý khách thắt dây an toàn.,間 (khoảng) + も + 無 (không) + く → không còn khoảng cách thời gian,まもなく開始(かいし): sắp bắt đầu、まもなく到着(とうちゃく): sắp đến nơi、まもなく完成(かんせい): sắp hoàn thành
そのうち,そのうち,"rồi cũng, sớm muộn cũng, chừng nào đó",shinkanzen,副詞 (trạng từ),このままだとそのうち問題(もんだい)になるよ。早(はや)めに対処(たいしょ)しよう。,"""Cứ thế này thì sớm muộn cũng có vấn đề. Hãy xử lý sớm thôi.",,
"Tôi dự định rồi sẽ kết hôn với anh ấy, nhưng bây giờ vẫn còn sớm.""",彼(かれ)とはそのうち結婚(けっこん)するつもりだけど、まだ時期(じき)が早(はや)い。,,shinkanzen,今(いま)すぐ: ngay bây giờ、直(ただ)ちに: ngay lập tức,"""""""そのうち"""" mang ý nghĩa không xác định thời gian, nhưng chắc chắn sẽ xảy ra. Thường dùng với dự đoán hoặc kế hoạch không cấp bách.""","その (đó) + うち (trong) → ở trong khoảng thời gian đó, chưa biết khi nào chính xác.",,JVOC-20250505-7351
やがて,やがて,"chẳng mấy chốc, rồi thì, lúc sau",shinkanzen,副詞 (trạng từ),小(ちい)さな苗木(なえぎ)もやがて大木(たいぼく)になるだろう。,Cây con nhỏ rồi cũng sẽ trở thành cây lớn.,"やがて viết bằng hiragana, không có kanji riêng",やがて分(わ)かる: rồi sẽ hiểu、やがて変(か)わる: rồi sẽ thay đổi、やがて来(く)る日(ひ): ngày sắp tới
いずれ,いずれ,"một lúc nào đó, sớm muộn gì, nào cũng",shinkanzen,副詞/連体詞 (trạng từ/liên thể từ),いずれ分(わ)かることだから、今(いま)は心配(しんぱい)しなくていい。,"Rồi sẽ hiểu thôi, bây giờ không cần lo.","いずれ thường viết hiragana, có thể viết 何れ (何 + れ) = cái nào, lúc nào",いずれにしても: dù sao đi nữa、いずれの場合(ばあい): trong trường hợp nào、いずれか: một trong số
先ほど,さきほど,"lúc trước, vừa rồi, lúc nãy",shinkanzen,副詞 (trạng từ),先(さき)ほどお電話(でんわ)いただいた件(けん)についてお話(はなし)させて頂(いただ)きます。,Tôi xin nói về vấn đề anh/chị điện thoại lúc nãy.,先 (trước) + ほど (khoảng) → thời điểm trong khoảng thời gian gần trước đây,先(さき)ほどから: từ lúc nãy、先(さき)ほどまで: cho đến lúc nãy、先(さき)ほどの件(けん): vấn đề lúc nãy
とっくに,とっくに,"từ lâu rồi, đã rồi, lâu lắm rồi",shinkanzen,副詞 (trạng từ),もうとっくに終(お)わっていると思(おも)ったのに、まだ続(つづ)いてるの？,Tưởng xong từ lâu rồi mà vẫn còn tiếp tục à?,"とっくに viết bằng hiragana, có thể viết kanji là 疾っくに (疾 = nhanh)",とっくの昔(むかし): từ lâu lắm rồi、とっくに済(す)んでいる: hoàn thành từ lâu、とっくに忘(わす)れている: quên từ lâu
後に,のちに,"sau đó, sau này, về sau",shinkanzen,副詞 (trạng từ),高校時代(こうこうじだい)の友人(ゆうじん)とは、卒業後(そつぎょうご)20年(ねん)ののちに再会(さいかい)した。,"20 năm sau khi tốt nghiệp, tôi gặp lại bạn học cấp ba.",後 (sau) + に → thời gian sau một sự kiện khác,のちに語(かた)る: kể lại sau này、のちの世(よ): thế hệ sau、のちに残(のこ)す: để lại cho sau
のち曇り,のちくもり,sau đó có mây (dự báo thời tiết),shinkanzen,熟語 (thành ngữ),明日(あす)の天気(てんき)は晴(は)れのち曇(くも)りの予報(よほう)です。,Dự báo thời tiết ngày mai là nắng sau đó có mây.,後 (後) + 曇 (mây) + り → tiếp theo là thời tiết có mây,晴(は)れのち雨(あめ): nắng rồi mưa、雨(あめ)のち晴(は)れ: mưa rồi nắng、曇(くも)りのち雨(あめ): có mây rồi mưa
相当,そうとう,"đáng kể, khá, tương đối",shinkanzen,副詞 (fukushi),今期(こんき)は相当(そうとう){な/の}赤字(あかじ)になりそうだ。,Kì này có vẻ khá thâm hụt.,"""相 (tương): nghĩa là """"lẫn nhau, tương hỗ""""; 当 (đương): nghĩa là """"đối với, đáng"""". Kết hợp lại có nghĩa là """"đáng kể, tương ứng với một mức độ lớn""""""",相当額(そうとうがく): số tiền tương đương、相当数(そうとうすう): số lượng đáng kể、相当品(そうとうひん): hàng hóa tương đương
最も,もっとも,"nhất, vô cùng",shinkanzen,副詞 (fukushi),世界(せかい)で最(もっと)も面積(めんせき)の広(ひろ)い国(くに)はロシアである。,Trên thế giới đất nước có diện tích lớn nhất là nước Nga.,"""最 (さい): nghĩa là """"cao nhất, cùng cực""""; も (助詞): nhấn mạnh""",最高(さいこう): tốt nhất、最低(さいてい): thấp nhất、最大(さいだい): lớn nhất
ほぼ,ほぼ,"gần như, hầu như",shinkanzen,副詞 (fukushi),新(あたら)しいビルはほぼ完成(かんせい)した。,Tòa nhà mới đã gần như xây xong.,"Đây là từ Hiragana thuần túy, không có kanji. Có nguồn gốc từ từ cổ của Nhật Bản.",ほぼ完璧(ほぼかんぺき): gần như hoàn hảo、ほぼ毎日(ほぼまいにち): gần như mỗi ngày、ほぼ同時(ほぼどうじ): gần như cùng lúc
割に,わりに,"tương đối, khá",shinkanzen,複合助詞 (fukugou joshi),道(みち)が込(こ)んでいるかと思(おも)ったら、わりにすいていた。,Cứ nghĩ đường sẽ đông lắm nhưng lại khá vắng.,"""割 (かつ): nghĩa là """"chia, phân""""; に (助詞): chỉ đối tượng/mối quan hệ""",見(み)た目(め)の割(わり)に: so với vẻ ngoài、年(とし)の割(わり)に: so với tuổi tác、値段(ねだん)の割(わり)に: so với giá cả
多少,たしょう,"một chút, phần nào",shinkanzen,"副詞 (fukushi), 名詞 (meishi)",寒(さむ)い日(ひ)が続(つづ)いているが、今日(きょう)は多少(たしょう)暖(あたた)かい。,"Trải qua những ngày lạnh giá, hôm nay trời đã có ấm chút ít.","""多 (đa): nghĩa là """"nhiều""""; 少 (thiếu): nghĩa là """"ít""""""",多少(たしょう)なりとも: dù ít hay nhiều、多少(たしょう)の差(さ): chênh lệch ít nhiều、多少(たしょう)の問題(もんだい): một số vấn đề
少々,しょうしょう,"một chút, một lát (lịch sự)",shinkanzen,副詞 (fukushi),魚(さかな)は水気(みずけ)を取(と)り、塩(しお)を少々(しょうしょう)降(ふ)っておきます。,Rắc một ít muối để cá không bị ẩm.,"""少 (thiếu): nghĩa là """"ít"""", được lặp lại để thể hiện sự khiêm tốn và lịch sự""",塩少々(しおしょうしょう): một ít muối、砂糖少々(さとうしょうしょう): một ít đường、コショウ少々(こしょうしょうしょう): một ít tiêu
全て,すべて,"mọi thứ, tất cả",shinkanzen,"代名詞 (daimeishi), 副詞 (fukushi)",問題(もんだい)はすべて解決(かいけつ)した。,Vấn đề đã giải quyết hoàn toàn.,"""全 (toàn): nghĩa là """"hoàn toàn, trọn vẹn""""""",すべて込(こ)み: bao gồm tất cả、すべて終了(しゅうりょう): kết thúc hoàn toàn、すべて完了(かんりょう): hoàn thành tất cả
何もかも,なにもかも,"mọi thứ, hoàn toàn tất cả",shinkanzen,代名詞 (daimeishi),何(なに)もかも捨(す)てて人生(じんせい)をやり直(なお)したい。,Muốn vứt bỏ mọi thứ để làm lại cuộc sống.,"""何 (hà): nghĩa là """"gì, cái gì""""; も (助詞): cũng; かも kết hợp để tạo nghĩa """"mọi thứ""""""",何(なに)もかも新(あたら)しく: mọi thứ đều mới、何(なに)もかも忘(わす)れる: quên hết mọi thứ、何(なに)もかもうまくいく: mọi thứ đều suôn sẻ
たっぷり,たっぷり,"đầy đủ, nhiều",shinkanzen,"副詞 (fukushi), 形容動詞 (keiyoudoushi)",時間(じかん)がたっぷりあるから、急(いそ)がなくてもいい。,Có đủ thời gian nên không cần phải vội vàng đâu.,"Đây là từ được viết bằng Hiragana thuần túy, không có kanji",愛情(あいじょう)たっぷり: đầy yêu thương、栄養(えいよう)たっぷり: giàu dinh dưỡng、自信(じしん)たっぷり: đầy tự tin
出来るだけ,できるだけ,"trong khả năng có thể, càng ~ càng tốt",shinkanzen,副詞 (fukushi),できるだけ早(はや)くお返事(へんじ)ください。,Nếu được thì hãy trả lời sớm cho tôi.,"""出来 (xuất lai): nghĩa là """"có thể, xảy ra""""; だけ (助詞): chỉ, chỉ trong phạm vi""",出来(でき)るだけ早(はや)く: sớm nhất có thể、出来(でき)るだけ多(おお)く: nhiều nhất có thể、出来(でき)るだけ安(やす)く: rẻ nhất có thể
次第に,しだいに,"dần dần, lần lượt",shinkanzen,副詞 (fukushi),冬至(とうじ)を過(す)ぎると、日(ひ)が次第(しだい)に長(なが)くなる。,Qua đông chí thì ngày trở nên dài hơn.,"""次第 (thứ đệ): nghĩa là """"thứ tự, bước tiếp theo""""; に (助詞): trạng thái, cách thức""",次第(しだい)に増加(ぞうか): tăng dần、次第(しだい)に変化(へんか): thay đổi dần、次第(しだい)に改善(かいぜん): cải thiện dần
徐々に,じょじょに,"dần dần, từ từ",shinkanzen,副詞 (fukushi),車(くるま)は徐々(じょじょ)にスピードを落(お)とし、やがて止(と)まった。,Ô tô hạ tốc độ dần dần và cuối cùng dừng lại.,"""徐 (từ): nghĩa là """"chậm, từ từ""""; 々 (ký hiệu lặp lại kanji); に (助詞): trạng thái, cách thức""",徐々(じょじょ)に回復(かいふく): hồi phục dần、徐々(じょじょ)に適応(てきおう): thích nghi dần、徐々(じょじょ)に減少(げんしょう): giảm dần
更に,さらに,"hơn nữa, thêm nữa",shinkanzen,副詞 (fukushi),7月(がつ)も暑(あつ)かったが、8月(がつ)になるとさらに暑(あつ)さが増(ま)した。,"Tháng 7 đã nóng rồi, đến tháng 8 sẽ lại nóng hơn.","""更 (canh): nghĩa là """"đổi, thay, thêm""""; に (助詞): phương thức, bổ sung""",さらに進化(しんか): tiến hóa hơn nữa、さらに詳(くわ)しく: chi tiết hơn、さらに高度(こうど)な: cao cấp hơn
一層,いっそう,"hơn nữa, thêm nữa (mạnh mẽ hơn)",shinkanzen,副詞 (fukushi),夜(よる)になって、風雨(ふうう)は一層(いっそう)激(はげ)しくなった。,Đến tối mưa gió sẽ trở nên mạnh hơn.,"一 (nhất): số một; 層 (tầng): tầng, lớp",一層(いっそう)の発展(はってん): phát triển hơn nữa、一層(いっそう)努力(どりょく): nỗ lực hơn nữa、一層(いっそう)重要(じゅうよう): quan trọng hơn
アルコール,アルコール,"cồn, rượu",shinkanzen,名詞（Danh từ）,注射（ちゅうしゃ）の前（まえ）にアルコールで消毒（しょうどく）する。,Trước khi tiêm cần phải khử trùng bằng cồn.,"""Từ katakana từ """"alcohol"""" - chất lỏng chứa etanol, dùng làm đồ uống hoặc dung dịch sát trùng.""",アルコール度数（どすう）: độ cồn、アルコール消毒（しょうどく）: sát trùng bằng cồn、メチルアルコール: cồn methyl
デコレーション,デコレーション,"sự trang trí, sự trang hoàng",shinkanzen,名詞（Danh từ）・動詞（する動詞）,12月（がつ）になると、多（おお）くの店（みせ）がクリスマスのデコレーションをする。,Đến tháng 12 nhiều cửa hàng sẽ trang trí lễ Giáng sinh.,"""Từ katakana từ """"decoration"""" - hành động hoặc kết quả của việc trang trí, trang hoàng không gian hoặc đồ vật.""","デコレーションケーキ: bánh trang trí, クリスマスデコレーション: trang trí Giáng sinh, インテリアデコレーション: trang trí nội thất"
サークル,サークル,"câu lạc bộ, hội nhóm",shinkanzen,名詞（Danh từ）,学生（がくせい）時代（じだい）、演劇（えんげき）のサークルに入（はい）っていた。,"Thời học sinh, tôi đã tham gia câu lạc bộ diễn kịch.","""Đây là từ katakana từ tiếng Anh """"circle"""". サ(sa) + ー(ー) + ク(ku) + ル(ru), nghĩa gốc là vòng tròn, mở rộng thành nhóm, CLB.""",サークル活動（かつどう）: hoạt động CLB、サークル仲間（なかま）: bạn trong CLB、サークル勧誘（かんゆう）: tuyển thành viên CLB
プログラム,プログラム,"chương trình, lịch trình",shinkanzen,名詞（Danh từ）,大会（たいかい）の参加者（さんかしゃ）にプログラムが配（くば）られた。,Phát lịch trình cho những người tham gia đại hội.,"""Từ katakana: プ(pu) + ロ(ro) + グ(gu) + ラ(ra) + ム(mu), từ """"program"""" tiếng Anh - một chuỗi hướng dẫn hoặc lịch trình theo thứ tự.""",研修（けんしゅう）プログラム: chương trình đào tạo、交流（こうりゅう）プログラム: chương trình giao lưu、プログラマー: lập trình viên
キャプテン,キャプテン,"đội trưởng, thuyền trưởng",shinkanzen,名詞（Danh từ）,スポーツのキャプテンは、責任感（せきにんかん）とチームをまとめる力（ちから）を求（もと）められる。,Đội trưởng trong thể thao đòi hỏi một người có năng lực tập hợp đội và có tinh thần trách nhiệm.,"""Từ katakana: キャ(kya) + プ(pu) + テ(te) + ン(n), từ """"captain"""" tiếng Anh - người lãnh đạo một tàu thuyền hoặc đội bóng.""",チームキャプテン: đội trưởng đội、キャプテンマーク: dải băng đội trưởng、副（ふく）キャプテン: phó đội trưởng
シーズン,シーズン,"mùa, mùa vụ, thời điểm đặc biệt",shinkanzen,名詞（Danh từ）,日本（にほん）では12月（がつ）から2月（がつ）にかけてが受験（じゅけん）のシーズンだ。,Ở Nhật Bản từ tháng 12 đến tháng 2 là mùa thi cử.,"""Từ katakana: シ(shi) + ー(ー) + ズ(zu) + ン(n), từ """"season"""" tiếng Anh - một khoảng thời gian đặc trưng trong năm.""",旅行（りょこう）シーズン: mùa du lịch、雨（あめ）シーズン: mùa mưa、繁忙（はんぼう）シーズン: mùa bận rộn
サービス,サービス,"dịch vụ, phục vụ, tặng kèm",shinkanzen,名詞（Danh từ）・動詞（する動詞）,あのレストランはサービスが良（よ）くない。,Nhà hàng đó có dịch vụ không tốt.,"""Từ katakana: サ(sa) + ー(ー) + ビ(bi) + ス(su), từ """"service"""" tiếng Anh - hành động phục vụ hoặc giúp đỡ người khác.""",アフターサービス: dịch vụ hậu mãi、サービス業（ぎょう）: ngành dịch vụ、サービス精神（せいしん）: tinh thần phục vụ
キャンパス,キャンパス,khuôn viên trường học,shinkanzen,名詞（Danh từ）,この大学（だいがく）のキャンパスは緑（みどり）が豊（ゆた）かだ。,Khuôn viên trường này có nhiều cây xanh.,"""Từ katakana: キャ(kya) + ン(n) + パ(pa) + ス(su), từ """"campus"""" tiếng Anh - khu vực đất dành cho trường học và các cơ sở liên quan.""",大学（だいがく）キャンパス: khuôn viên đại học、キャンパスライフ: cuộc sống khuôn viên、オープンキャンパス: ngày hội trường mở
オリエンテーション,オリエンテーション,"buổi định hướng, hướng dẫn",shinkanzen,名詞（Danh từ）,新学期（しんがっき）、学生（がくせい）を対象（たいしょう）に授業（じゅぎょう）登録（とうろく）のオリエンテーションがあった。,"Trong học kì mới, có buổi định hướng đăng kí lớp học dành cho các học sinh.","""Từ katakana từ """"orientation"""" - quá trình làm quen và thích nghi với môi trường, hoàn cảnh mới.""","オリエンテーション研修（けんしゅう）: khóa định hướng, 入学（にゅうがく）オリエンテーション: định hướng tân sinh viên"
カリキュラム,カリキュラム,"giáo án, giáo trình, chương trình giảng dạy",shinkanzen,名詞（Danh từ）,カリキュラムに沿（そ）って授業（じゅぎょう）を行（おこな）う。,Tổ chức buổi học theo như giáo trình.,"""Từ katakana từ """"curriculum"""" - khóa học hoặc chương trình học được thiết kế để đạt được mục tiêu giáo dục cụ thể.""","授業（じゅぎょう）カリキュラム: chương trình học, コアカリキュラム: chương trình trọng tâm、カリキュラム開発（かいはつ）: phát triển chương trình học"
レッスン,レッスン,"bài học, buổi học",shinkanzen,名詞（Danh từ）,ピアノのレッスンに通（かよ）う。,Đi học buổi học piano.,"""Từ katakana từ """"lesson"""" - một đơn vị giảng dạy trong khóa học hoặc một buổi học cụ thể về kỹ năng nào đó.""","プライベートレッスン: buổi học riêng tư, グループレッスン: buổi học nhóm, レッスンプラン: kế hoạch bài học"
レクリエーション,レクリエーション,"giải trí, sự nghỉ giải lao, hoạt động vui chơi",shinkanzen,名詞（Danh từ）,合宿（がっしゅく）では、勉強（べんきょう）だけではなくレクリエーションも行（おこな）われる。,"Ở trại huấn luyện, không chỉ có học tập mà các hoạt động vui chơi cũng được tổ chức.","""Từ katakana từ """"recreation"""" - hoạt động để làm mới tinh thần, nghỉ ngơi, giải trí sau thời gian làm việc hay học tập.""","レクリエーション活動（かつどう）: hoạt動vui chơi, 野外（やがい）レクリエーション: hoạt động ngoài trời, レクリエーションセンター: trung tâm giải trí"
レジャー,レジャー,"sự thư giãn, sự nghỉ ngơi, giải trí cá nhân",shinkanzen,名詞（Danh từ）,休（やす）みに海外（かいがい）へレジャーに出（で）かける。,Cuối tuần đi nước ngoài để thư giãn.,"""Từ katakana từ """"leisure"""" - thời gian rảnh rỗi dùng để thư giãn, vui chơi, giải trí cho cá nhân hoặc gia đình.""","レジャー施設（しせつ）: khu vui chơi giải trí, レジャースポット: điểm du lịch giải trí, アウトドアレジャー: hoạt động ngoài trời"
ガイド,ガイド,"hướng dẫn, người hướng dẫn, cẩm nang",shinkanzen,名詞（Danh từ）・動詞（する動詞）,旅行（りょこう）会社（がいしゃ）でガイドをしている。,Tôi làm hướng dẫn viên du lịch tại công ty du lịch.,"""Từ katakana từ """"guide"""" - người hoặc vật giúp dẫn đường, chỉ dẫn, hướng dẫn người khác đi đúng hướng.""","観光（かんこう）ガイド: HDV du lịch, ガイドブック: sách hướng dẫn, 通訳（つうやく）ガイド: HDV phiên dịch"
ダイヤ（グラム）,ダイヤ（グラム）,"lịch trình (đường sắt), biểu đồ",shinkanzen,名詞（Danh từ）,事故（じこ）で列車（れっしゃ）のダイヤが乱（みだ）れたが、数時間（すうじかん）後（ご）に復旧（ふっきゅう）した。,"Do sự cố nên bảng giờ tàu chạy bị hỗn loạn, sau vài giờ đã khôi phục được.","""Từ katakana từ """"diagram"""" - biểu đồ hiển thị lịch trình các chuyến tàu, xe hoặc kế hoạch vận chuyển.""","列車（れっしゃ）ダイヤ: lịch tàu, ダイヤ改正（かいせい）: thay đổi lịch trình, ダイヤ乱（みだ）れ: lịch tàu bị xáo trộn"
ウィークデー,ウィークデー,ngày trong tuần (từ thứ 2 đến thứ 6),shinkanzen,名詞（Danh từ）,この道路（どうろ）はウィークデーは渋滞（じゅうたい）するが、休日（きゅうじつ）はガラガラだ。,"Con đường này, ngày trong tuần bị tắc nghẽn nhưng ngày nghỉ lại vắng vẻ.","""Từ katakana từ """"weekday"""" - những ngày làm việc trong tuần, không bao gồm thứ 7 và chủ nhật.""","ウィークデー料金（りょうきん）: giá ngày thường, ウィークデーランチ: bữa trưa ngày thường"
JP060525-A8F2,収入,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,"Tình huống nói về chi tiêu, ngân sách và quản lý tài chính",彼の収入ぐらいなら、新しい車を買えるはずです。,収入がある、収入を得る、収入が上がる、月収、年収
JP060525-B3K7,支出,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống thảo luận về vấn đề tài chính gia đình,家族全体にわたって支出を減らすように努力しています。,支出を抑える、支出を削る、支出が多い
JP060525-C7D9,予算,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống lập kế hoạch tài chính,旅行の予算うちに、ホテル代を節約すれば、もっと活動ができます。,予算を立てる、予算内、予算オーバー、予算案
JP060525-E4F1,利益,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống kinh doanh và đầu tư,長期的な利益をはじめ、社会的な評価も考慮すべきです。,利益を得る、利益を上げる、利益が出る
JP060525-H2J6,赤字,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống quản lý tài chính doanh nghiệp,3年間にわたって赤字が続いているため、事業の見直しが必要です。,赤字になる、赤字が出る、赤字を出す
JP060525-K9L3,経費,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống quản lý chi phí công ty,経費をはじめ、人材育成も企業の重要な投資です。,経費がかかる、経費をかける、経費がかさむ
JP060525-M5N8,勘定,"""#二級 #名詞 #経済""",shinkanzen,名詞,N2,Tình huống thanh toán tại nhà hàng,お勘定うちに、ポイントカードも確認してください。,勘定が合う、勘定に入れる、お勘定をお願いします
JP060525-P1R4,弁償,"""#二級 #名詞 #経済""",shinkanzen,名詞・する動詞,N2,Tình huống bồi thường thiệt hại,弁償うちに、誠意を見せることが大切です。,弁償する、弁償させる、弁償を求める
